产品代码,产品名称,产品英文名称,产品单重,产品尺寸,规格,计划库存,采购在途,退件在途,待上架,可用库存,可售库存,可售库存减去缺货占用库存,待出库,"不良品 ",不良品待出库,预警库存,缺货,缺货天数,缺货订单所占可售库存,默认采购员,销售负责人,开发负责人,pi_id,可售天数,币种(供应商结算),采购计划,仓库,仓库代码,一级品类,二级品类,三级品类,销售状态,仓库产品代码,推荐库位,单价(默认采购价),款式,可售总库存,库龄
AK-OG2-03,"2% DG18000-蓝莓殷桃蔓越莓","2% DG18000-blueberry cherry cranberry",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2456,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-02,,,平台下架,,,24.0000,,0,0
AK-OG2-02,"2% DG18000-百香果猕猴桃冰","2% DG18000-Passion Fruit kiwi ice",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2457,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-02,,,平台下架,,,24.0000,,0,0
AK-OG5-07,"5% DG18000-草莓香蕉","5% DG18000-strawberry banana",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2458,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-05,,,平台下架,,,24.0000,,0,0
AK-OG5-10,"5% DG18000-优质草莓西瓜","5% DG18000-prime strawberry watermelon",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2459,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-05,,,平台下架,,,24.0000,,0,0
AK-OG2-09,"2% DG18000-混合莓果","2% DG18000-mixed berries",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2460,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-02,,,平台下架,,,24.0000,,0,0
AK-OG2-07,"2% DG18000-草莓香蕉","2% DG18000-strawberry banana",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2461,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-02,,,平台下架,,,24.0000,,0,0
AK-TW2-11,"2% Twins-金桔柠檬-西瓜冰","2% Twins-lemon lime-&watermelon ice",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,31,25,0,Sunny,,,2508,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-11,OPJ-DE,24.7000,,0,0
AK-TW2-12,"2% Twins-葡萄冰-草莓奇异果","2% Twins-grape ice-strawberry kiwi",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2509,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-12,OPJ-DE,24.7000,,0,0
AK-TW2-13,"2% Twins-菠萝椰子-草莓香蕉","2% Twins-Pineapple coconut-strawberry banana",0.104,10.80*3.40*5.70,,0,0,0,0,5,5,5,0,0,0,0,,0,,Sunny,,,2510,8.757,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-13,OPJ-DE,24.7000,,5,4
AK-TW2-14,"2% Twins-橙子芒果西瓜-红牛","2% Twins-orange mango watermelon-red bull",0.104,10.80*3.40*5.70,,0,0,0,0,3,3,3,0,0,0,0,,0,,Sunny,,,2511,999,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-14,OPJ-DE,24.7000,,3,4
AK-TW2-15,"2% Twins-蓝莓冰-气泡殷桃","2% Twins-blueberry ice-fizzy cherry",0.104,10.80*3.40*5.70,,0,0,0,0,34,0,0,34,0,0,0,2,5,0,Sunny,,,2512,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-15,OPJ-DE,24.7000,,0,4
AK-TW2-16,"2% Twins-西瓜冰-混合莓果","2% Twins-watermelon ice-mixed berry",0.104,10.80*3.40*5.70,,0,0,0,0,39,30,0,9,0,0,0,6,24,30,Sunny,,,2513,6.364,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-16,OPJ-DE,24.7000,,30,4
AK-TW2-17,"2% Twins-草莓香蕉-气泡殷桃","2% Twins-stawberry banana-fizzy cherry",0.104,10.80*3.40*5.70,,0,0,0,0,43,0,0,43,0,0,0,30,24,0,Sunny,,,2514,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-17,OPJ-DE,24.7000,,0,4
AK-TW2-18,"2% Twins-草莓树莓樱桃冰-葡萄冰","2% Twins-strawberry raspberry cherry ice-grape ice",0.104,10.80*3.40*5.70,,0,0,0,0,6,5,5,1,0,0,0,,0,,Sunny,,,2515,14.006,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-18,OPJ-DE,24.7000,,5,4
AK-TW2-19,"2% Twins-蓝莓拉兹柠檬-金桔柠檬","2% Twins-blue razz lemonade-lemon lime",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,33,19,0,Sunny,,,2516,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-19,OPJ-DE,24.7000,,0,0
AK-TW2-20,"2% Twins-西瓜冰-草莓芒果","2% Twins-watermelon ice-strawberry mango",0.104,10.80*3.40*5.70,,0,0,0,0,12,11,0,1,0,0,0,2,38,11,Sunny,,,2517,2.610,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-20,OPJ-DE,24.7000,,11,4
AK-TW2-22,"2% Twins-黑冰火龙果草莓-树莓西瓜","2% Twins-Black ice dragon fruit strawberry-Raspberry watermelon",0.104,10.80*3.40*5.70,,0,0,0,0,38,8,0,30,0,0,0,30,38,8,Sunny,,,2518,0.308,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-22,OPJ-DE,24.7000,,8,4
AK-TW2-24,"2% Twins-草莓冰-芒果桃子西瓜","2% Twins-Strawberry ice-mango peach watermelon",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,11,26,0,Sunny,,,2519,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-24,OPJ-DE,24.7000,,0,0
AK-TW2-25,"2% Twins-草莓奇异果-草莓树莓殷桃冰","2% Twins-Strawberry kiwi-Strawberry raspberry chery ice",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2520,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-25,OPJ-DE,24.7000,,0,0
AK-TW2-26,"2% Twins-三重蜜瓜-菠萝椰子","2% Twins-triple melon-Pineapple coconut",0.104,10.80*3.40*5.70,,0,0,0,0,13,0,0,13,0,0,0,22,26,0,Sunny,,,2521,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-26,OPJ-DE,24.7000,,0,4
AK-TW5-12,"5% Twins-葡萄冰-草莓奇异果","5% Twins-grape ice-strawberry kiwi",0.104,10.80*3.40*5.70,,0,0,0,0,34,17,0,17,0,0,0,12,33,17,Sunny,,,2522,1.400,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-12,OPJ-DE,25.2000,,17,4
AK-TW5-13,"5% Twins-菠萝椰子-草莓香蕉","5% Twins-Pineapple coconut-strawberry banana",0.104,10.80*3.40*5.70,,0,0,0,0,62,51,37,11,0,0,0,0,0,14,Sunny,,,2523,7.438,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-13,OPJ-DE,25.2000,,51,4
AK-TW5-15,"5% Twins-蓝莓冰-气泡殷桃","5% Twins-blueberry ice-fizzy cherry",0.104,10.80*3.40*5.70,,0,0,0,0,9,8,1,1,0,0,0,0,0,7,Sunny,,,2524,5.092,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-15,OPJ-DE,25.2000,,8,4
AK-TW5-17,"5% Twins-草莓香蕉-气泡殷桃","5% Twins-stawberry banana-fizzy cherry",0.104,10.80*3.40*5.70,,0,0,0,0,2,2,0,0,0,0,0,8,16,2,Sunny,,,2525,0.431,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-17,OPJ-DE,25.2000,,2,4
AK-TW5-18,"5% Twins-草莓树莓樱桃冰-葡萄冰","5% Twins-strawberry raspberry cherry ice-grape ice",0.104,10.80*3.40*5.70,,0,0,0,0,5,4,1,1,0,0,0,0,0,3,Sunny,,,2526,1.807,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-18,OPJ-DE,25.2000,,4,4
AK-TW5-19,"5% Twins-蓝莓拉兹柠檬-金桔柠檬","5% Twins-blue razz lemonade-lemon lime",0.104,10.80*3.40*5.70,,0,0,0,0,2,2,2,0,0,0,0,,0,,Sunny,,,2527,28.169,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-19,OPJ-DE,25.2000,,2,4
AK-TW5-20,"5% Twins-西瓜冰-草莓芒果","5% Twins-watermelon ice-strawberry mango",0.104,10.80*3.40*5.70,,0,0,0,0,10,0,0,10,0,0,0,8,16,0,Sunny,,,2528,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-20,OPJ-DE,25.2000,,0,4
AK-TW5-21,"5% Twins-三重蜜瓜-树莓西瓜","5% Twins-triple melon-raspberry watermelon",0.104,10.80*3.40*5.70,,0,0,0,0,107,101,101,6,0,0,0,,0,,Sunny,,,2529,50.500,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-21,OPJ-DE,25.2000,,101,4
AK-TW5-22,"5% Twins-黑冰火龙果草莓-树莓西瓜","5% Twins-Black ice dragon fruit strawberry-Raspberry watermelon",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2530,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-22,OPJ-DE,25.2000,,0,0
AK-TW5-23,"5% Twins-菠萝椰子-西瓜冰","5% Twins-Pineapple coconut-watermelon ice",0.104,10.80*3.40*5.70,,0,0,0,0,235,189,175,46,0,0,0,0,0,14,Sunny,,,2531,11.118,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-23,OPJ-DE,25.2000,,189,4
AK-TW5-24,"5% Twins-草莓冰-芒果桃子西瓜","5% Twins-Strawberry ice-mango peach watermelon",0.104,10.80*3.40*5.70,,0,0,0,0,49,35,26,14,0,0,0,0,0,9,Sunny,,,2532,12.896,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-24,OPJ-DE,25.2000,,35,3
AK-TW5-25,"5% Twins-草莓奇异果-草莓树莓殷桃冰","5% Twins-Strawberry kiwi-Strawberry raspberry chery ice",0.104,10.80*3.40*5.70,,0,0,0,0,6,6,6,0,0,0,0,,0,,Sunny,,,2533,999,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-25,OPJ-DE,25.2000,,6,4
AK-TW5-26,"5% Twins-三重蜜瓜-菠萝椰子","5% Twins-triple melon-Pineapple coconut",0.104,10.80*3.40*5.70,,0,0,0,0,19,14,4,5,0,0,0,0,0,10,Sunny,,,2534,2.178,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-26,OPJ-DE,25.2000,,14,4
AK-VS2-01,"2% Super-蓝莓拉兹","2% Super-BLUE RAZZ",0.098,10.50*4.20*4.20,,0,0,0,0,14,6,5,8,0,0,0,0,0,1,Sunny,,,2535,2.000,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-01,OPJ-DE,20.5000,,16,4
AK-VS2-02,"2% Super-蓝莓冰","2% Super-BLUEBERRY ICE",0.098,10.50*4.20*4.20,,0,0,1,0,56,55,55,1,0,0,0,,0,,Sunny,,,2536,257.009,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-02,OPJ-DE,20.5000,,65,18
AK-VS2-03,"2% Super-双苹果","2% Super-DOUBLE APPLE",0.098,10.50*4.20*4.20,,0,0,0,0,68,59,57,9,0,0,0,0,0,2,Sunny,,,2537,25.032,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-03,OPJ-DE,20.5000,,59,18
AK-VS2-09,"2% Super-柠檬青柠","2% Super-lemon lime",0.098,10.50*4.20*4.20,,0,0,0,0,56,56,54,0,0,0,0,0,0,2,Sunny,,,2538,999,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-09,OPJ-DE,20.5000,,66,18
AK-VS2-11,"2% Super-夏日的梦","2% Super-Summer dream",0.098,10.50*4.20*4.20,,0,0,0,0,62,51,51,11,0,0,0,,0,,Sunny,,,2539,11.899,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-11,OPJ-DE,20.5000,,51,18
AK-VS2-12,"2% Super-草莓香蕉","2% Super-Strawberry banana",0.098,10.50*4.20*4.20,,0,0,0,0,33,15,14,18,0,0,0,0,0,1,Sunny,,,2540,3.000,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-12,OPJ-DE,20.5000,,25,4
AK-VS2-13,"2% Super-树莓西瓜","2% Super-Raspberry Watermelon",0.098,10.50*4.20*4.20,,0,0,0,0,29,10,9,19,0,0,0,0,0,1,Sunny,,,2541,1.579,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-13,OPJ-DE,20.5000,,20,4
AK-VS2-14,"2% Super-蓝莓樱桃可乐","2% Super-Blueberry Cherry Cola",0.098,10.50*4.20*4.20,,0,0,0,0,22,12,12,10,0,0,0,,0,,Sunny,,,2542,5.249,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-14,OPJ-DE,20.5000,,12,4
AK-VS2-15,"2% Super-黑冰火龙果草莓","2% Super-Black ice Dragonfruit Strawberry",0.098,10.50*4.20*4.20,,0,0,0,0,73,67,65,6,0,0,0,0,0,2,Sunny,,,2543,22.333,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-15,OPJ-DE,20.5000,,77,18
AK-VS5-01,"5% Super-蓝莓拉兹","5% Super-BLUE RAZZ",0.098,10.50*4.20*4.20,,0,0,0,0,49,42,42,7,0,0,0,,0,,Sunny,,,2544,8.400,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-05,,,在线产品,AK-VS5-01,OPJ-DE,20.5000,,42,4
AK-VS5-02,"5% Super-蓝莓冰","5% Super-BLUEBERRY ICE",0.098,10.50*4.20*4.20,,0,0,0,0,102,102,102,0,0,0,0,,0,,Sunny,,,2545,999,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-05,,,在线产品,AK-VS5-02,OPJ-DE,20.5000,,102,18
AK-VS5-03,"5% Super-双苹果","5% Super-DOUBLE APPLE",0.098,10.50*4.20*4.20,,0,0,0,0,100,100,100,0,0,0,0,,0,,Sunny,,,2546,699.301,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-05,,,在线产品,AK-VS5-03,OPJ-DE,20.5000,,100,18
AK-VS5-08,"5% Super-蓝莓殷桃蔓越莓","5% Super-BLUEBERRY CHERRY CRANBERRY",0.098,10.50*4.20*4.20,,0,0,0,0,6,6,3,0,0,0,0,0,0,3,Sunny,,,2547,0.785,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-05,,,在线产品,AK-VS5-08,OPJ-DE,20.5000,,6,4
AK-VS5-09,"5% Super-柠檬青柠","5% Super-lemon lime",0.098,10.50*4.20*4.20,,0,0,0,0,101,97,92,4,0,0,0,0,0,5,Sunny,,,2548,27.163,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-05,,,在线产品,AK-VS5-09,OPJ-DE,20.5000,,97,18
AK-OG5-08,"5% DG18000-红牛","5% DG18000-red bull",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2550,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-05,,,平台下架,,,24.0000,,0,0
GA2-01,"2% Galaxy-西瓜冰","2% Galaxy-WATERMELON ICE",1.151,11.90*16.60*11.30,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2599,0,RMB,0,德五仓-欧品居,OPJ-DE,Galaxy-02,,,在线产品,,,255.0000,,0,0
GA2-02,"2% Galaxy-草莓猕猴桃","2% Galaxy-STRAWBERRY KIWI",1.151,11.90*16.60*11.30,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2600,0,RMB,0,德五仓-欧品居,OPJ-DE,Galaxy-02,,,在线产品,,,255.0000,,0,0
GA2-03,"2% Galaxy-蓝莓拉兹","2% Galaxy-BLUE RAZZ",1.151,11.90*16.60*11.30,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2601,0,RMB,0,德五仓-欧品居,OPJ-DE,Galaxy-02,,,在线产品,,,255.0000,,26,0
GA2-05,"2% Galaxy-柠檬桃子","2% Galaxy-lemon peach",1.151,11.90*16.60*11.30,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2602,0,RMB,0,德五仓-欧品居,OPJ-DE,Galaxy-02,,,在线产品,,,255.0000,,9,0
GA2-06,"2% Galaxy-三重蜜瓜","2% Galaxy-triple melon",1.151,11.90*16.60*11.30,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2603,0,RMB,0,德五仓-欧品居,OPJ-DE,Galaxy-02,,,在线产品,,,255.0000,,16,0
GA2-09,"2% Galaxy-草莓红牛","2% Galaxy-Strawberry red bull",1.151,11.90*16.60*11.30,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2604,0,RMB,0,德五仓-欧品居,OPJ-DE,Galaxy-02,,,在线产品,,,255.0000,,0,0
GA2-10,"2% Galaxy-草莓香蕉","2% Galaxy-stawberry banana",1.151,11.90*16.60*11.30,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2605,0,RMB,0,德五仓-欧品居,OPJ-DE,Galaxy-02,,,在线产品,,,255.0000,,0,0
GA2-11,"2% Galaxy-草莓树莓樱桃冰","2% Galaxy-strawberry raspberry cherry ice",1.151,11.90*16.60*11.30,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2606,0,RMB,0,德五仓-欧品居,OPJ-DE,Galaxy-02,,,在线产品,,,255.0000,,0,0
GA2-12,"2% Galaxy-黑冰火龙果草莓","2% Galaxy-Black ice Dragonfruit Strawberry",1.151,11.90*16.60*11.30,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2607,0,RMB,0,德五仓-欧品居,OPJ-DE,Galaxy-02,,,在线产品,,,255.0000,,19,0
AK-VS5-12,"5% Super-草莓香蕉","5% Super-Strawberry banana",0.098,10.50*4.20*4.20,,0,0,0,0,75,66,61,9,0,0,0,0,0,5,Sunny,,,2679,10.744,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-05,,,在线产品,AK-VS5-12,OPJ-DE,20.5000,,66,4
AK-TW2-23,"2% Twins-菠萝椰子-西瓜冰","2% Twins-Pineapple coconut-watermelon ice",0.104,10.80*3.40*5.70,,0,0,0,0,53,35,22,18,0,0,0,0,0,13,Sunny,,,2680,3.712,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,AK-TW2-23,OPJ-DE,24.7000,,35,4
AK-DG2-04,"2% DG18000-西瓜冰","2% DG18000-watermelon ice",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2681,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-02,,,在线产品,AK-DG2-04,OPJ-DE,24.0000,,0,0
AK-DG2-06,"2% DG18000-金桔柠檬","2% DG18000-lemon lime",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2682,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-02,,,在线产品,AK-DG2-06,OPJ-DE,24.0000,,0,0
AK-VI2-04,"2% Viking-西瓜冰","2% Viking-watermelon ice",0.075,10.20*3.10*4.70,,0,0,0,0,1,1,1,0,0,0,0,,0,,Sunny,,,2683,999,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-02,,,在线产品,AK-VI2-04,OPJ-DE,22.0000,,1,4
AK-VS2-05,"2% Super-草莓奇异果","2% Super-strawberry kiwi",0.098,10.50*4.20*4.20,,0,0,0,0,33,11,10,22,0,0,0,0,0,1,Sunny,,,2684,1.737,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-05,OPJ-DE,20.5000,,21,4
AK-VS2-04,"2% Super-西瓜冰","2% Super-watermelon ice",0.098,10.50*4.20*4.20,,0,0,0,0,53,53,53,0,0,0,0,,0,,Sunny,,,2685,247.664,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-04,OPJ-DE,20.5000,,63,18
AK-VS2-07,"2% Super-红牛","2% Super-RED BULL",0.098,10.50*4.20*4.20,,0,0,0,0,53,51,51,2,0,0,0,,0,,Sunny,,,2686,42.010,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-07,OPJ-DE,20.5000,,51,18
AK-DG2-01,"2% DG18000-桃子芒果菠萝","2% DG18000-peach mango pineapple",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2687,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-02,,,在线产品,AK-DG2-01,OPJ-DE,24.0000,,0,0
AK-DG2-02,"2% DG18000-百香果猕猴桃冰","2% DG18000-Passion Fruit kiwi ice",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2688,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-02,,,在线产品,AK-DG2-02,OPJ-DE,24.0000,,0,0
AK-TW5-14,"5% Twins-橙子芒果西瓜-红牛","5% Twins-orange mango watermelon-red bull",0.104,10.80*3.40*5.70,,0,0,0,0,9,9,5,0,0,0,0,0,0,4,Sunny,,,2689,15.762,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,AK-TW5-14,OPJ-DE,25.2000,,9,4
AK-VS5-06,"5% Super-混合莓果","5% Super-MIXED BERRY",0.098,10.50*4.20*4.20,,0,0,0,0,36,31,26,5,0,0,0,0,0,5,Sunny,,,2690,6.028,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-05,,,在线产品,AK-VS5-06,OPJ-DE,20.5000,,31,4
AK-VI2-13,"2% Viking-草莓树莓冰","2% Viking-STRAWBERRY RASPBERRY ICE",0.075,10.20*3.10*4.70,,0,0,0,0,27,0,0,27,0,0,0,36,4,0,Sunny,,,2691,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-02,,,在线产品,AK-VI2-13,OPJ-DE,22.0000,,0,4
AK-VI5-11,"5% Viking-草莓香蕉","5% Viking-STRAWBERRY BANANA",0.075,10.20*3.10*4.70,,0,0,0,0,5,0,0,5,0,0,0,5,5,0,Sunny,,,2692,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-05,,,在线产品,AK-VI5-11,OPJ-DE,22.0000,,0,4
AK-VI2-08,"2% Viking-蓝莓殷桃蔓越莓","2% Viking-blueberry cherry cranberry",0.075,10.20*3.10*4.70,,0,0,0,0,8,2,2,6,0,0,0,,0,,Sunny,,,2693,2.334,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-02,,,在线产品,AK-VI2-08,OPJ-DE,22.0000,,2,4
AK-VI2-10,"2% Viking-小熊软糖","2% Viking-gummy bear",0.075,10.20*3.10*4.70,,0,0,0,0,9,2,1,7,0,0,0,0,0,1,Sunny,,,2694,0.318,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-02,,,在线产品,AK-VI2-10,OPJ-DE,22.0000,,2,4
AK-VI2-11,"2% Viking-草莓香蕉","2% Viking-STRAWBERRY BANANA",0.075,10.20*3.10*4.70,,0,0,0,0,3,3,3,0,0,0,0,,0,,Sunny,,,2695,999,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-02,,,在线产品,AK-VI2-11,OPJ-DE,22.0000,,3,4
AK-VI2-15,"2% Viking-红苹果冰","2% Viking-RED APPLE ICE",0.075,10.20*3.10*4.70,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,2696,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-02,,,在线产品,AK-VI2-15,OPJ-DE,22.0000,,0,0
AK-VI2-07,"2% Viking-夏天的梦","2% Viking-summer dream",0.075,10.20*3.10*4.70,,0,0,0,0,5,2,0,3,0,0,0,18,12,2,Sunny,,,2697,0.875,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-02,,,在线产品,AK-VI2-07,OPJ-DE,22.0000,,2,4
AK-VI2-09,"2% Viking-柠檬青柠","2% Viking-lemon lime",0.075,10.20*3.10*4.70,,0,0,0,0,3,3,3,0,0,0,0,,0,,Sunny,,,2698,999,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-02,,,在线产品,AK-VI2-09,OPJ-DE,22.0000,,3,4
AK-VI5-09,"5% Viking-柠檬青柠","5% Viking-lemon lime",0.075,10.20*3.10*4.70,,0,0,0,0,3,3,3,0,0,0,0,,0,,Sunny,,,2699,999,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-05,,,在线产品,AK-VI5-09,OPJ-DE,22.0000,,3,4
AK-VI5-07,"5% Viking-夏天的梦","5% Viking-summer dream",0.075,10.20*3.10*4.70,,0,0,0,0,7,7,7,0,0,0,0,,0,,Sunny,,,2700,6.124,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-05,,,在线产品,AK-VI5-07,OPJ-DE,22.0000,,7,4
AK-VI5-12,"5% Viking-清新薄荷","5% Viking-fresh mint",0.075,10.20*3.10*4.70,,0,0,0,0,6,3,0,3,0,0,0,12,14,3,Sunny,,,2701,0.472,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-05,,,在线产品,AK-VI5-12,OPJ-DE,22.0000,,3,4
AK-VI5-08,"5% Viking-蓝莓殷桃蔓越莓","5% Viking-blueberry cherry cranberry",0.075,10.20*3.10*4.70,,0,0,0,0,17,17,17,0,0,0,0,,0,,Sunny,,,2702,999,RMB,0,德五仓-欧品居,OPJ-DE,AK-Viking-05,,,在线产品,AK-VI5-08,OPJ-DE,22.0000,,17,4
AK-VS2-08,"2% Super-蓝莓殷桃蔓越莓","2% Super-BLUEBERRY CHERRY CRANBERRY",0.098,10.50*4.20*4.20,,0,0,0,0,22,20,20,2,0,0,0,,0,,Sunny,,,2703,12.731,RMB,0,德五仓-欧品居,OPJ-DE,AK-Super-02,,,在线产品,AK-VS2-08,OPJ-DE,20.5000,,20,4
